Account,Date,Sentiment,Daily_PnL,Trades_Today
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-17,Extreme Greed,913.985947,57
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-18,Extreme Greed,-33.4413,2
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-19,Extreme Greed,11437.823511999999,74
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-20,Extreme Greed,1535.55008,82
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-21,Extreme Greed,59.672564,15
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-22,Extreme Greed,12769.669401000001,229
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-23,Extreme Greed,3776.64959,104
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-24,Extreme Greed,363.482456,38
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-25,Extreme Greed,2167.17715,53
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-30,Greed,159.201612,15
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-31,Extreme Greed,14418.18988,132
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-01,Greed,88.50699399999999,21
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-06,Neutral,-639.3510530000001,61
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-07,Fear,-1145.924392,149
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-13,Neutral,17378.569333,321
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-15,Neutral,590.06989,47
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-20,Neutral,3057.28245,149
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-21,Greed,8502.805925,60
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-25,Fear,169.617628,24
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-26,Extreme Fear,25.30602,10
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-05,Extreme Fear,11113.173067,89
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-06,Fear,279.152034,15
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-07,Fear,1.17533,3
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-11,Extreme Fear,276.7687,13
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-13,Neutral,924.898908,25
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-21,Fear,1215.774424,74
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-23,Fear,514.5145660000001,15
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-25,Neutral,-3323.090682,211
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-26,Neutral,2323.99174,65
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-01,Fear,1334.414834,9
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-02,Fear,1.1031579999999999,6
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-03,Fear,160.127816,26
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-11,Fear,1419.922474,45
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-14,Fear,18.103863,8
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-18,Fear,11.209037,7
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-23,Greed,29.8368,2
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-25,Greed,0.18414,3
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-05-01,Greed,0.0,3
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-11,Extreme Greed,0.0,2
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-15,Neutral,152.85358,9
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-16,Greed,-3238.8,6
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-28,Neutral,-2478.06972,11
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-04-16,Greed,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-05-29,Greed,0.0,5
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-24,Greed,0.0,3
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-26,Greed,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-01,Neutral,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-03,Fear,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-04,Fear,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-06,Extreme Fear,215.754798,27
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-07,Fear,0.0,11
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-17,Fear,0.0,29
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-30,Fear,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-09-05,Fear,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-18,Extreme Greed,48.185146,6
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-19,Extreme Greed,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-29,Extreme Greed,17511.326788,56
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-30,Extreme Greed,19050.661786,39
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-01,Extreme Greed,13.566929,3
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-02,Extreme Greed,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-14,Extreme Greed,0.0,36
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-15,Extreme Greed,346.827642,6
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-16,Extreme Greed,0.0,4
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-20,Greed,22.80272,3
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-20,Extreme Greed,0.0,2
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-23,Extreme Greed,-5978.38652,3
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-24,Extreme Greed,0.0,2
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-14,Neutral,19.530304,2
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-21,Greed,-350.632694,7
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-06,Fear,600.008922,37
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-10,Extreme Fear,-8224.491085,26
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-11,Extreme Fear,-58444.949486,119
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-06,Fear,0.0,19
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-07,Extreme Fear,9485.86,61
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-09,Extreme Fear,0.0,30
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-12,Fear,2466.604719,32
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-13,Neutral,1076.778732,9
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-21,Fear,-3533.6725370000004,124
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-22,Neutral,0.0,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-25,Greed,34.63999,73
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,Extreme Greed,0.0,2
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-20,Extreme Greed,-808.158708,2
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-01,Extreme Greed,0.0,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-03,Extreme Greed,0.0,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-05,Extreme Greed,0.0,6
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-06,Greed,0.0,20
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-09,Extreme Greed,483.662076,8
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-10,Extreme Greed,0.0,3
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,Greed,3721.345649,4
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-13,Extreme Greed,1116.8006,26
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-14,Extreme Greed,1898.178342,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-15,Extreme Greed,6623.483154,28
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-16,Extreme Greed,6942.186825,14
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-18,Extreme Greed,136.054186,12
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-20,Greed,1676.3027260000001,4
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-24,Greed,14849.788861,19
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,Greed,-9655.676981,12
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-03,Greed,0.0,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-14,Greed,0.0,3
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,Extreme Greed,-1584.55781,3
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,Extreme Greed,-401.2638,4
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-23,Extreme Greed,0.0,4
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-23,Neutral,2.9205,6
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,Extreme Fear,863.956464,63
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-05,Extreme Fear,8187.59426,43
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-10,Extreme Fear,-37230.786609,2
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-12,Fear,0.0,39
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-17,Fear,17926.355742,205
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,Fear,238.31419899999997,283
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,Fear,909.907336,119
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,Neutral,0.0,82
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,Fear,0.0,3
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,Fear,4988.749429,93
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-24,Neutral,3896.627832,20
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,Neutral,0.0,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-26,Neutral,3782.33025,28
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,Fear,6504.316844999999,178
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,Fear,0.0,142
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,Fear,266.39774,34
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,Fear,24553.541149999997,68
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,Extreme Fear,25941.716413,929
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-08,Extreme Fear,3366.444714,14
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,Extreme Fear,-77308.420095,617
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,Fear,-831.2396219999999,306
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,Neutral,3271.3693780000003,135
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,Fear,128.67829,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,Fear,100.375782,5
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,Greed,0.0,2
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,Greed,540.05911,10
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,Extreme Greed,503.46257599999996,16
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,Extreme Greed,0.0,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,Extreme Greed,393.07947,4
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,Extreme Greed,0.0,4
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,Extreme Greed,135.09947,8
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,Extreme Greed,0.0,35
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,Extreme Greed,245.44495999999998,5
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,Extreme Greed,1050.894,22
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,Extreme Greed,788.45072,7
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,Extreme Greed,0.0,36
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,Extreme Greed,3855.7522,25
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,Extreme Greed,0.0,10
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,Extreme Greed,0.0,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,Extreme Greed,29897.971695000004,32
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,Greed,0.0,10
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,Greed,3699.757273,3
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,Greed,0.0,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,Neutral,8019.163096,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,Fear,0.0,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,Fear,562.1943200000001,19
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,Fear,0.0,21
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,Extreme Fear,110.553364,19
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,Fear,0.0,6
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,Fear,3593.989207,27
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,Neutral,0.0,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,Greed,0.0,45
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,Extreme Greed,1762.46,10
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,Extreme Greed,27.63736,20
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,Extreme Greed,0.0,44
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,Extreme Greed,2229.5212300000003,4
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,Greed,12082.95,2
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,Greed,0.0,7
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,Greed,0.0,12
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,Greed,0.0,2
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,Extreme Greed,0.0,30
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,Fear,0.0,5
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,Neutral,0.0,12
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,Fear,11894.061848,11
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,Extreme Fear,9461.082288,61
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,Fear,16017.255710000001,8
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,Neutral,74293.663505,25
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,Fear,63015.976505,5
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,Fear,0.0,58
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,Neutral,0.0,11
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,Fear,8720.984286,11
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,Greed,0.0,20
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,Greed,0.0,68
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,Greed,0.0,3
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,Greed,57478.456026,8
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,Greed,88084.992348,229
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,Greed,0.0,2
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,Greed,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,Neutral,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,Neutral,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,Neutral,36165.56933,23
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,Neutral,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,Fear,0.0,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,Extreme Greed,124284.948775,15
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,Fear,5615.052102,93
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,Neutral,22795.8104,108
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,Greed,82117.04336,255
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,Extreme Fear,0.0,79
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,Fear,0.0,78
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,Fear,0.0,58
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,Greed,0.0,132
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,Greed,0.0,54
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,Extreme Greed,8.570313,8
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,Extreme Greed,197.422418,4
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,Extreme Greed,30.727222,42
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,Extreme Greed,910.584797,102
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,Extreme Greed,3174.023699,290
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,Greed,514.886454,108
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,Extreme Greed,1040.616939,180
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,Extreme Greed,227.072158,69
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,Extreme Greed,311.290605,55
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,Extreme Greed,1474.670598,182
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,Greed,1157.689489,325
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,Extreme Greed,574.398074,159
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,Extreme Greed,587.630504,148
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,Extreme Greed,1178.021061,62
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,Extreme Greed,10303.889423,181
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,Extreme Greed,333.398209,92
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,Extreme Greed,21172.081622,396
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,Extreme Greed,3311.822419,226
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,Extreme Greed,3491.018544,135
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,Greed,6049.6938279999995,128
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,Greed,7454.276452,229
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,Greed,1063.854341,102
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,Greed,4704.4420789999995,486
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,Greed,1506.989241,121
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,Greed,271.246809,99
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,Extreme Greed,9136.439892,160
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,Greed,1473.2450880000001,115
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,Greed,74.156745,43
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,Greed,1609.679253,92
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,Greed,240.749155,59
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,Greed,97.688169,99
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,Greed,17.784696,16
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,Greed,677.276764,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,Greed,846.655814,102
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,Greed,73.451675,57
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,Greed,8.594753,38
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,Extreme Greed,559.643925,84
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,Extreme Greed,289.257865,40
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,Greed,1377.989592,187
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,Greed,279.587921,95
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,Neutral,-271.259943,97
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,Greed,71.39075800000003,39
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,Greed,103.67729899999999,44
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,Greed,218.429393,67
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,Greed,992.803005,79
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,Greed,361.155853,72
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,Extreme Greed,319.22369499999996,88
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,Extreme Greed,498.16985999999997,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,Extreme Greed,307.105046,34
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,Extreme Greed,541.742729,27
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,Extreme Greed,2262.94445,66
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,Extreme Greed,287.821918,13
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,Extreme Greed,2867.6138889999997,98
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,Extreme Greed,420.491149,26
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,Extreme Greed,553.5255989999999,40
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,Extreme Greed,416.148576,36
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,Greed,535.938645,18
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,Greed,1295.825632,83
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,Greed,475.702642,43
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,Greed,41.935052,14
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,Greed,783.829317,44
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,Extreme Greed,488.582241,57
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,Greed,526.448209,33
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,Greed,-782.6517170000001,108
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,Fear,2440.916534,182
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,Greed,874.3810560000001,34
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,Neutral,32.72269,3
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,Neutral,922.6724320000001,63
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,Fear,126.11297599999999,17
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,Fear,78.902492,22
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,Neutral,378.027954,29
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,Fear,4.42722,6
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,Neutral,314.918282,17
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,Neutral,117.09923500000001,5
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,Neutral,534.854304,47
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,Neutral,-10.630689999999959,47
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,Neutral,231.07204,21
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,Neutral,278.922501,41
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,Neutral,19.482565,13
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,Neutral,336.64107,54
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,Fear,89.261197,22
